Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2017-II-GK-011,2017,GK,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,An electron and a proton starting from rest are accelerated through a potential difference of 1000 V. Which one of the following statements in this regard is correct? [2017 CDS-II],The kinetic energy of both the particles will be different.,The speed of the electron will be higher than that of the proton.,The speed of the proton will be higher than that of the electron.,The speed of the electron and the proton will be equal.,B,"Solution: When accelerated from rest, the energy is fully kinetic. So, KE = charge × potential difference, i.e. 1 2 M V 2 = Q ⋅ V \frac{1}{2}MV^2=Q \cdot V 2 1 ​ M V 2 = Q ⋅ V , From the given equation, it is obvious that velocity of particle is inversely proportional to the mass of particle. So, an electron will gain more speed as it has a lower mass than that of a proton. Also, as the energy is fully kinetic, an electron will have greater energy as a result of greater velocity. © examsnet.com"
CDS-2017-II-GK-012,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,medium,"Two wires are made having same length l and area of cross-section Wire 1 is made of copper and wire 2 is made of aluminium. It is given that the electrical conductivity of copper is more than that of aluminium. In this context, which one of the following statements is correct? [2017 CDS-II]",The resistance of wire 1 will be higher than that of wire 2.,The resistance of wire 2 will be higher than that of wire 1.,The resistance of both the wires will be the same.,"If same current is flown through both the wires, the power dissipated in both the wires will be the same.",B,"Solution: In the given context, statement (b) is correct. Because a variable that is known to affect the resistance to charge flow is the material that a wire is made of. And copper is the best conductor of electricity and, hence, offers less resistance in comparison to aluminium © examsnet.com"
CDS-2017-II-GK-013,2017,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"A ray of light is incident on a plane mirror at an angle of 40° with respect to surface normal. When it gets reflected from the mirror, it undergoes a deviation of [2017 CDS-II]",40°,100°,90°,80°,A,"Solution: A ray of light is incident on a plane mirror at an angle of 40° with respect to surface normal. When it gets reflected from the mirror, it undergoes a deviation of 40°. It is due to the principle of Law of Reflection of light where angle of incidence is equal to angle of reflection. © examsnet.com"
CDS-2017-II-GK-014,2017,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,"Infrared, visible and ultraviolet radiations/ light have different properties. Which one of the following statements related to these radiations/light is not correct? [2017 CDS-II]",The wavelength of infrared is more than that of ultraviolet radiation.,The wavelength of ultraviolet is smaller than that of visible light.,The photon energy of visible light is more than that of infrared light.,The photon energy of ultraviolet is lesser than that of visible light.,D,"Solution: Infrared, visible and ultraviolet radiations/light have different properties. The statement that is not correct is that the photon energy of ultraviolet is lesser than that of visible light. The frequency range of visible light is lower than ultra-violet rays. And photon energy is directly proportional to the frequency of radiation. Therefore, photon energy of ultraviolet light is higher than that of visible light. © examsnet.com"
CDS-2017-II-GK-015,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,"After using for some time, big transformers get heated up. This is due to the fact that 1. current produces heat in the transformers 2. hysteresis loss occurs in the transformers 3. liquid used for cooling gets heated Select the correct answer using the code given below. [2017 CDS-II]",1 only,2 and 3 only,1 and 2 only,"1, 2 and 3",D,"Solution: After using for some time, big transformers get heated up. This is due to the fact that current produces heat in the transformers. Secondly, hysteresis loss occurs in the transformers. Thirdly, liquid used for cooling gets heated. A transformer is a static electrical device that transfers electrical energy between two or more circuits through electromagnetic induction. © examsnet.com"
CDS-2017-II-GK-016,2017,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,A person is standing on a frictionless horizontal ground. How can he move by a certain distance on this ground? [2017 CDS-II],By sneezing,By jumping,By running,By rolling,A,"Solution: A person is standing on a frictionless horizontal ground. By sneezing, he can move by a certain distance on this ground because sneezing would result him moving in the direction his back faces © examsnet.com"
CDS-2017-II-GK-017,2017,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,medium,In the reaction between hydrogen sulphate ion and water H S O 4 − + H 2 O → H 3 O + + S O 4 2 − \mathrm{HSO_4^-} + \mathrm{H_2O} \rightarrow \mathrm{H_3O^+} + \mathrm{SO_4^{2-}} HS O 4 − ​ + H 2 ​ O → H 3 ​ O + + S O 4 2 − ​ the water acts as [2017 CDS-II],an acid,a base,a salt,an inert medium,B,"Solution: The water cannot be an inert medium. It has undergone a change from H 2 O \mathrm{H_2O} H 2 ​ O to H 3 O + \mathrm{H_3O^+} H 3 ​ O + by accepting proton (H+) from H S O 4 − \mathrm{HSO_4^-} HS O 4 − ​ , i.e., H 2 O + H + → H 3 O + \mathrm{H_2O} + \mathrm{H^+} \rightarrow \mathrm{H_3O^+} H 2 ​ O + H + → H 3 ​ O + According to Bronsted-Lowrydefinition: A substance that accepts a proton is a base. So, water is acting as a base. © examsnet.com"
CDS-2017-II-GK-018,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,How many hydrogen atoms are contained in 1.50 g of glucose ( C 6 H 12 0 6 ) (\mathrm{C}_6\mathrm{H}_{12}0_6) ( C 6 ​ H 12 ​ 0 6 ​ ) ? [2017 CDS-II],3.01 × 1 0 22 3.01 \times 10^{22} 3.01 × 1 0 22,1.20 × 1 0 23 1.20 \times 10^{23} 1.20 × 1 0 23,2.40 × 1 0 23 2.40 \times 10^{23} 2.40 × 1 0 23,6.02 × 1 0 22 6.02 \times 10^{22} 6.02 × 1 0 22,D,"Solution: Hydrogen atoms contained in 1.50 g of glucose ( C 6 H 12 O 6 ) (\mathrm{C}_6\mathrm{H}_{12}\mathrm{O}_6) ( C 6 ​ H 12 ​ O 6 ​ ) are 6.02 × 1 0 22 6.02 \times 10^{22} 6.02 × 1 0 22 . Molecular mass of C 6 H 12 O 6 . = 72.06 g + 12.096 g + 96 g = 180.156 g \mathrm{C}_6\mathrm{H}_{12}\mathrm{O}_6. = 72.06\,\mathrm{g} + 12.096\,\mathrm{g} + 96\,\mathrm{g} = 180.156\,\mathrm{g} C 6 ​ H 12 ​ O 6 ​ . = 72.06 g + 12.096 g + 96 g = 180.156 g . So 1.5 g is 0.008333 moles. Each molecule contains 12 atoms of Hydrogen. So, the answers: 6.023 × 1 0 23 × 12 × 0.008333 = 6.02 × 1 0 22 6.023 \times 10^{23} \times 12 \times 0.008333 = 6.02 \times 10^{22} 6.023 × 1 0 23 × 12 × 0.008333 = 6.02 × 1 0 22 atoms. © examsnet.com"
CDS-2017-II-GK-019,2017,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,The paste of a white material in water is used to maintain a fractured bone fixed in place. The white material used is called [2017 CDS-II],bleaching powder,plaster of Paris,powder of zinc oxide,powder of zinc oxide,B,"Solution: The paste of a white material in water is used to maintain a fractured bone fixed in place. The white material used is called plaster of Paris. It is a hard white substance made by the addition of water to powdered and partly dehydrated gypsum, used for holding broken bones in place and making sculptures and casts © examsnet.com"
CDS-2017-II-GK-020,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following types of glasses is used for making optical instruments? [2017 CDS-II],Pyrex glass,Soft glass,Hard glass,Flint glass,D,"Solution: Glass that is used for making optical instruments is flint glass. Potassium and lead silicates are used in making optical glass. It isalso called flint glass. The main use of flint glass is in the manufacture of lenses, prisms and other optical instruments. © examsnet.com"
CDS-2017-II-GK-021,2017,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Most ozone gas (about 90%) is located in the atmospheric layer of [2017 CDS-II],ionosphere,troposphere,stratosphere,mesosphere,C,"Solution: Most ozone gas (about 90%) is located in the atmospheric layer of stratosphere. This is the atmospheric layer between 16 and 48 kilometers (10 and 30 miles) above the Earth's surface. Ozone forms a kind of layer in the stratosphere, where it is more concentrated than anywhere else. Both oxygen and ozone (that are present in the layer) together absorb 95 to 99.9% of the Sun's ultraviolet radiation, only ozone effectively absorbs the most energetic ultraviolet light, known as UV-C and UV-B. © examsnet.com"
CDS-2017-II-GK-022,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,What are the main constituents of biogas? [2017 CDS-II],Methane and sulphur dioxide,Methane and carbon dioxide,"Methane, hydrogen and nitric oxide",Methane and nitric oxide,B,"Solution: The main constituents of biogas are methane and carbon dioxide. The major constituents of biogas are methane (55-70%), C O 2 CO_2 C O 2 ​ (30- 45%) and some traces of gases, such as H 2 S H_2S H 2 ​ S (Hydrogen Sulphide) and ammonia. © examsnet.com"
CDS-2017-II-GK-023,2017,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,hard,"In which two Indian States of the four mentioned below, it is necessary to hold certain minimum educational qualifications to be eligible to contest Panchayat Elections? 1. Punjab 2. Haryana 3. Karnataka 4. Rajasthan Select the correct answer using the code given below. [2017 CDS-II]",1 and 2,2 and 4,2 and 3,1 and 4,B,Solution: The two Indian states where it is necessary to hold certain minimum educational qualifications to be eligible to contest Panchayat Elections are Haryana and Rajasthan. © examsnet.com
CDS-2017-II-GK-024,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,Which of the following statements about ‘delegation’ is/are correct? 1. It is the abdication of responsibility. 2. It means conferring of specified authority by a lower authority to a higher one. 3. It is subject to supervision and review. 4. It is a method of dividing authority in the organization. Select the correct answer using the code given below. [2017 CDS-II],3 only,2 and 4 only,3 and 4,"1, 2 and 4",C,"Solution: Statements (3) and (4) are correct about delegation. Delegation of powers, in law, is the transfer of authority by one person or group to another person or group who is subordinate to them. Delegation does not mean surrender of authority by the management. It only means transfer of certain responsibilities to the employees and giving them the required authority which is necessary for the discharge of the responsibility properly. © examsnet.com"
CDS-2017-II-GK-025,2017,GK,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,Which of the following features were borrowed by the Constitution of India from the British Constitution? 1. Rule of Law 2. Law-making Procedure 3. Independence of Judiciaiy 4. Parliamentary System Select the correct answer using the code given below. [2017 CDS-II],1 and 2 only,"2, 3 and 4",1 and 4 only,"1, 2 and 4",D,Solution: The features that were borrowed by the Constitution of India from the British Constitution are as follows: 1. Rule of Law; 2. Law-making Procedure; 3. Parliamentary system. The feature of the independence of judiciary has been borrowed from the American Constitution © examsnet.com
CDS-2017-II-GK-026,2017,GK,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,Which one of the following Schedules of the Constitution of India has fixed the number of Members of the Rajya Sabha to be elected from each State? [2017 CDS-II],Fifth Schedule,Third Schedule,Sixth Schedule,Fourth Schedule,D,"Solution: The Constitution of India has fixed the number of Members of the Rajya Sabha to be elected from each State under the Fourth Schedule. This Schedule enumerates the allocation of Rajya Sabha seats to States or Union Territories. Schedules are the lists in the Constitution that categorise and tabulate bureaucratic activity and policy of the Government. The world's lengthiest written Constitution (i.e., Constitution of India) had 395 articles in 22 parts and 8 schedules at the time of commencement. Now, the Constitution of India has 448 articles in 25 parts and 12 schedules. © examsnet.com"
CDS-2017-II-GK-027,2017,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following statements about various horticulture crops of India for the year 2016-17 is not correct? [2017 CDS-II],The area under horticulture crops has increased over previous year.,Fruit production during the current year is higher than the previous year.,Rate of increase in onion production is more than potato production in the current year in comparison to the previous year.,"The major tomato-growing States are Madhya Pradesh, Andhra Pradesh, Karnataka, Odisha and Gujarat.",D,"Solution: According to the agriculture ministry’s second advance estimate of horticulture, production most of the vegetables including onion, potato and tomato, recorded an increase in 2016-17 as compared to their production in 2015-16. The production of onion is estimated at 21.6 million tonnes, which is an increase of 3% over the previous year. Similarly, the potato production has increased from 43.4 million tonnes in 2015-16 to 46.5 million tonnes in the current year, which is 7.2% higher than the previous year. © examsnet.com"
CDS-2017-II-GK-028,2017,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,The phenomenon of ‘demographic dividend’ of a country relates to [2017 CDS-II],a sharp decline in total population,an increase in working age population,a decline in infant mortality rate,an increase in sex ratio,B,Solution: The phenomenon of ‘demographic dividend’ of a country relates to an increase in working age population. Demographic dividend occurs when the proportion of the working people in the total population is high because this indicates that more people have the potential to be productive and contribute to the growth of the economy. One of India’s competitive advantages is its demographic dividend. © examsnet.com
CDS-2017-II-GK-029,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,Arrange the following events in sequential order as they happened in India : 1. Mahalanobis Model 2. Plan Holiday 3. Rolling Plan Select the correct answer using the code given below. [2017 CDS-II],"1, 2, 3","3, 2, 1","2, 3, 1","1, 3, 2",A,"Solution: Events in sequential order as they happened in India are: Mahalanobis Model, Plan Holiday and Rolling Plan. The Second Five Year Plan (1956-61) is based on the P.C. Mahalanobis Model. Its main focus was on the industrial development of the country. The duration of Plan Holiday was from 1966 to 1969. The main reason behind it was the Indo-Pakistan war and failure of the Third Plan. The Rolling Plan was started with an annual plan for 1978-79. © examsnet.com"
CDS-2017-II-GK-030,2017,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,hard,The monetary policy in India uses which of the following tools? 1. Bank rate 2. Open market operations 3. Public debt 4. Public revenue Select the correct answer using the code given below [2017 CDS-II],1 and 2 only,2 and 3 only,1 and 4 only,"1, 2, 3 and 4",A,"Solution: The monetary policy in India uses, among the given options, Bank rate and Open market operation. The RBI implements the monetary and credit policy (that involves the management of money supply and interest rate) through open market operations, bank rate policy, reserve system, credit control policy, moral persuasion, repo rate, reverse repo rate and through many other instruments. Public debt and public revenue are part of fiscal policy. © examsnet.com"
CDS-2017-II-GK-031,2017,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,Devaluation of currency will be more beneficial if prices of [2017 CDS-II],domestic goods remain constant,exports become cheaper to importers,imports remain constant,exports rise proportionately,A,"Solution: Devaluation of currency will be more beneficial if the prices of domestic goods remain constant. Devaluation is a monetary policy tool used by the countries that have a fixed exchange rate or semi-fixed exchange rate. The one reason a country may devaluate its currency is to combat trade imbalances. Devaluation causes a country's exports to become less expensive, making them more competitive in the global market. After devaluation, the new lower value of the domestic currency will make it less expensive for the foreign consumers to obtain local currency with which to buy locally produced export goods. So, more exports will be sold, helping domestic businesses. © examsnet.com"
CDS-2017-II-GK-032,2017,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Statement I : Skin cancer is generally caused by the ultraviolet radiation. Statement II : Stratosphere allows ultraviolet radiation to enter the earth from the sun. [2017 CDS-II],(a),(b),(c),(d),C,"Solution: Statement I is true but Statement II is false. The stratospheric ozone layer is Earth's ‘sunscreen’ – protecting the living things from too much ultraviolet radiation, i.e., in the stratosphere, there is a line of ozone layer or a protective layer which absorb the sun's UV rays and protects the earth from UV radiation damage. Since statement II attributes the role of absorption of UV radiation to stratosphere (and not ozone layer), Therefore, it is incorrect. © examsnet.com"
CDS-2017-II-GK-033,2017,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,medium,Statement I : The interior part of Maharashtra does not receive adequate rain in the summer season. Statement II : The interior part of Maharashtra lies in the rain shadow of the Western Ghats. [2017 CDS-II],(a),(b),(c),(d),A,"Solution: Both the statements are individually true and statement II is the correct explanation of statement I. The interior part of Maharashtra lies in the rain shadow of the Western Ghats. As the air crests the mountain and goes down the leeward slope, it loses its rain-causing potential, given that the leeward side air warms as it descends. So, humidity lowers even more (it already loses much of its moisture on the windward side), resulting in low precipitation. © examsnet.com"
CDS-2017-II-GK-034,2017,GK,Environment & Ecology,"Ecology, Biodiversity & Climate Change",Environment & Ecology | Biodiversity | Conservation | Climate Change,medium,Statement I : Global warming signifies the rise in global surface temperature. Statement II : The increase of concentration of greenhouse gases in the atmosphere causes the rise in global surface temperature. [2017 CDS-II],(a),(b),(c),(d),A,"Solution: Both the statements are individually true and Statement II is  the correct explanation of Statement I. Global warming, also referred to as climate change, is the observed century-scale rise in the average temperature of the Earth's climate system and its related effects. The reason the Earth’s surface is this warm is the presence of the greenhouse gases, which act as a partial blanket for the long wave terrestrial radiation coming from the surface. This blanketing is known as the natural greenhouse effect. © examsnet.com"
CDS-2017-II-GK-035,2017,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,medium,"Statement I : The Communists left the All India Trade Union Congress in 1931. Statement II : By 1928, the Communists were no longer working with the mainstream national movement. [2017 CDS-II]",(a),(b),(c),(d),A,"Solution: Both the statements are individually true and statement II is the correct explanation of statement I. About the end of 1928, the Communists reversed their policy of aligning themselves with and working within the mainstream of the national movement. This led to the isolation of the Communists from the national movement and greatly reduced their hold over even the working class. The Communists got isolated within the All India Trade Union Congress (AITUC) and were thrown out in the split of 1931 © examsnet.com"
CDS-2017-II-GK-036,2017,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,medium,"Statement I : The early Aryans, who were essentially pastoral, did not develop any political structure which could measure up to a State in either ancient or modem sense. Statement II : Kingship was the same as tribal chiefship; the term Rajan being used for tribal chief who was primarily a military leader and who ruled over his people and not over any specified area. [2017 CDS-II]",(a),(b),(c),(d),B,"Solution: Both the statements are individually true but statement II is not the correct explanation of statement I. The Chief of this tribe Jana was Rajana. He was not a king in the real sense, but a protector of the tribe and the cattle wealth. In fact, there was no real state territory or structure or even a real king. © examsnet.com"
CDS-2017-II-GK-037,2017,GK,Medieval History,Medieval Indian History,Medieval History | Delhi Sultanate | Mughal Empire | Administration,easy,Which one of the following peasant struggles was an outcome of British opium policy? [2017 CDS-II],Phulaguri Dhawa (1861),Birsaite Ulgulan (1899-1900),Pabna Revolt (1873),Maratha Peasant Uprising (1875),A,"Solution: The 1861 peasant struggle was an outcome of the British opium policy. The revolt, known as ‘Phulaguri Dhawa’, in which a British official was killed and several police officers were injured, was triggered by a ban imposed on opium cultivation and a proposed taxation on betel leaf and nut © examsnet.com"
CDS-2017-II-GK-038,2017,GK,Medieval History,Medieval Indian History,Medieval History | Delhi Sultanate | Mughal Empire | Administration,easy,Which one of the following statements about the Sayyid brothers during the period of Later Mughals is not true? [2017 CDS-II],They brought Jahandar Shah to power.,They wielded administrative power.,They followed a tolerant religious policy.,They reached an agreement with King Shahu.,A,"Solution: The first statement about the Sayyid Brothers during the period of Later Mughals is not true. The Sayyid Brothers fought on behalf of Muazzam, who became the king as Bahadur Shah. They killed ‘Jahandar Shah’ in the battle and offered the throne to Farrukhsiyar. Farrukhsiyar appointed Abdullah Khan as Wazir and Hussain Ali as Mir Bakshi. King Shahu concluded an agreement with the Sayyid Brothers (1719) by which the Mughal emperor Farrukhsiyar recognised Shahu as the king of Shivaji’s home dominions. © examsnet.com"
CDS-2017-II-GK-039,2017,GK,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,hard,"Which of the following statements with regard to the heterodox sect between sixth and fourth century BC are correct? 1. The Jain ideas were already being circulated in the seventh century BC by Parshva. 2. Although Buddhism, and to alesser extent Jainism, took account of the changes in material life and reacted against orthodoxy, neither of these sought to abolish the caste system. 3. The first female disciple of Mahavira is said to have been a captured slave woman. 4. Buddha held that nuns could attain spiritual liberation just like a monk and granted them an equal status in the mendicant order. Select the correct answer using the code given below. [2017 CDS-II]","1, 2, 3 and 4","1, 2 and 3 only","1, 2 and 4 only",3 and 4 only,B,"Solution: Parshvanatha was one of the four Tirthankaras, who attracted the most devotional worship among the Jains in the 7th century and Jain ideas were made popular by him. It has been long recognised that early Buddhism and Jainism were not the movements for social reforms directed against the caste system, but against the authority of the Vedas and the efficacy of Vedic rites. The first female disciple of Mahavira was Chandanbala and said to have been a captured slave woman. Buddha was not in favour of granting equal status to the nuns in the mendicant order. Thus, statement (4) is incorrect. © examsnet.com"
CDS-2017-II-GK-040,2017,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following combinations of year and event concerning the French Revolution is correctly matched? [2017 CDS-II],1789 : Napoleonic Code,1791 : Tennis Court Oath,1792 : National Convention,1804 : New Constitution of France,C,"Solution: The third item is correctly matched. The National Convention was revolutionary France's third attempt at a national legislature. It was formed in September 1792. The Napoleonic Code was a unified legal code produced in the post-revolutionary France and enacted by Napoleon in 1804. The Tennis Court Oath was a pledge taken by the Third Estate deputies to the Estates General on June 20, 1789. The short-lived French Constitution of 1791 was the first written Constitution in France, created after the collapse of the absolute monarchy. © examsnet.com"
