Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CAPF-2022-GAI-011,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following is a semiconductor device that is used to increase the power of the incoming signals by preserving the shape of the original signal?,Register,Transistor,Flip-flop,Diode,B,"**Correct Answer: Option (B) - Transistor**

**Context & Concept (Modern History - Indian National Movement):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-012,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which of the following combinations correctly represents the genetic materials in prokaryotes and eukaryotes respectively?,Nucleoid and Chromatin,chromatin and Nucleoid,Nucleoid and Nucleolus,Nucleolus and Chromatin,A,"**Correct Answer: Option (A) - Nucleoid and Chromatin**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-013,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Lysosomes are sacs of the cell filled with digestive enzymes. These digestive enzymes are synthesized by,Golgi bodies,smooth endoplasmic reticulum,rough endoplasmic reticulum,lysosome itself,C,"**Correct Answer: Option (C) - rough endoplasmic reticulum**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-014,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which of the following best represents the cells of a meristem of plant?,"Dense cytoplasm, thin cell wall, large nuclei and absence of vacuoles","Dense cytoplasm, thin cell wall, large nuclei and large vacuoles","Dense cytoplasm, thin cell wall, small nuclei and absence of vacuoles","Dense cytoplasm, thick cell wall, small nuclei and large vacuoles",A,"**Correct Answer: Option (A) - Dense cytoplasm, thin cell wall, large nuclei and absence of vacuoles**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-015,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Which one of the following animals has a four- chambered heart?,King cobra,Turtle,Chameleon,Crocodile,D,"**Correct Answer: Option (D) - Crocodile**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-016,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,medium,"One way of incorporating desired characters into crop varieties is hybridization. In this process, there is crossing between genetically dissimilar plants. Which one of the following crossings will not refer to hybridization?",Intervarietal,Interspecific,Intergenic,Intragenic,D,"**Correct Answer: Option (D) - Intragenic**

**Context & Concept (Modern History - Indian National Movement):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-017,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"Depending on the requirements, plant nutrients are classified as micronutrients and macronutrients. Which one of the following is an example of a macronutrient?",Manganese,Copper,Magnesium,Chlorine,C,"**Correct Answer: Option (C) - Magnesium**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-018,2022,GAI,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Buds produced in the notches along the leaf margin of Bryophyllum fall on soil and develop into new plants. This is an example of which one of the following types of reproduction?,Vegetative propagation,Budding,Spore formation,Regeneration,A,"**Correct Answer: Option (A) - Vegetative propagation**

**Context & Concept (Geography - Physical and Indian Geography):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-019,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Phloem tissues are mostly responsible for transport of,water,oxygen,minerals,food,D,"**Correct Answer: Option (D) - food**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-020,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"Two objects, x, and y have equal mass and are moving with speeds u and 3u respectively. Their kinetic energies k x and k y are related as",kx = ky,2kx = ky,9kx = ky,3kx = Ky,C,"**Correct Answer: Option (C) - 9kx = ky**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-021,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Which one of the following is not the unit of pressure?,pascal (Pa),N/m2,J/m2,bar,C,"**Correct Answer: Option (C) - J/m2**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-022,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following materials cannot be used to make a convex lens?,Aluminium,Glass,Sapphire,Water,A,"**Correct Answer: Option (A) - Aluminium**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-023,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,The optical phenomenon responsible for the blue color of sky is,dispersion,reflection,refraction,scattering,D,"**Correct Answer: Option (D) - scattering**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-024,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,The electrical device used for converting mechanical energy into electrical energy is called,voltmeter,ammeter,motor,generator,D,"**Correct Answer: Option (D) - generator**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-025,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,The magnitude of focal length of a concave lens is 2 m. What is the power of the lens?,+0⋅5 dioptre,-0⋅5 dioptre,+2⋅0 dioptre,-1⋅0 dioptre,B,"**Correct Answer: Option (B) - -0⋅5 dioptre**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-026,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"At the time of short circuit, the current in an electric circuit",becomes zero,remains same,increases sharply,decreases sharply,C,"**Correct Answer: Option (C) - increases sharply**

**Context & Concept (Modern History - Indian National Movement):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-027,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"If the linear momentum of a moving object changes by two times, then its kinetic energy will change by a factor of",2,4,6,8,B,"**Correct Answer: Option (B) - 4**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-028,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following oxides reacts with both acid and base?,Aluminium oxide,Calcium oxide,Sodium oxide,Potassium oxide,A,"**Correct Answer: Option (A) - Aluminium oxide**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-029,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which of the following makes bread soft and spongy when baking soda is added?,Sodium salt of acid,NaHCO3,CO2,H2O,C,"**Correct Answer: Option (C) - CO2**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-030,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,medium,"The average age of father and elder son is 35 years, the average age of father and younger son is 32 years and the average age of the two sons is 17 years. What is the average age of the father and his two sons?",30 years,27 years,28 years,29 years,C,"**Correct Answer: Option (C) - 28 years**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-031,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,A number is 124 more than its one-third. What is that number?,194,180,189,186,D,"**Correct Answer: Option (D) - 186**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-032,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,medium,"A car travels 3 4 \;\frac{3}{4} 4 3 ​ th of the distance at a speed of 60 km/hr and the remaining 1 4 \;\frac{1}{4} 4 1 ​ th of the distance at a speed of v km/hr. If the average speed for the full journey is 50 km/hr, then the value of v is",40,30,100/3,35,C,"**Correct Answer: Option (C) - 100/3**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-033,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"Suppose A and B can complete a work together in 10 days. If B alone can complete the work in 15 days, then in how many days can A alone finish the work?",20 days,24 days,25 days,30 days,D,"**Correct Answer: Option (D) - 30 days**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-034,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,medium,"If the average of the first four of five numbers in decreasing order is 25 and the average of the last four numbers is 20, then what is the difference between the first and the last number?",5,10,15,20,D,"**Correct Answer: Option (D) - 20**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-035,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Borax is prepared from,calcium carbonate,magnesium carbonate,potassium carbonate,sodium carbonate,D,"**Correct Answer: Option (D) - sodium carbonate**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-036,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Cinnabar is an ore of,mercury,zinc,copper,lead,A,"**Correct Answer: Option (A) - mercury**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-037,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,White gold is an alloy of,"gold, nickel and palladium","gold, cobalt and palladium","gold, titanium and platinum","gold, magnesium and palladium",A,"**Correct Answer: Option (A) - gold, nickel and palladium**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-038,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Hydrogenation of alkenes can be carried out in the presence of,copper,zinc,aluminium,nickel,D,"**Correct Answer: Option (D) - nickel**

**Context & Concept (Modern History - Indian National Movement):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-039,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Calcium oxide reacts with water to produce slaked lime. It is an example of,combination reaction,decomposition reaction,oxidation reaction,addition reaction,A,"**Correct Answer: Option (A) - combination reaction**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-040,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,The atomic radius of hydrogen atom is,37 nanometer,37 picometer,17 picometer,57 picometer,B,"**Correct Answer: Option (B) - 37 picometer**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-041,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,There is a group of 5 people among which there is one couple. In how many ways can these 5 people be seated in a row having 5 chairs if the couple is to be seated next to each other?,24,48,60,120,B,"**Correct Answer: Option (B) - 48**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-042,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Two friends 10 km apart start running towards each other at speeds of 10 km/hr and 14 km/hr respectively. After how much time will they meet each other?,20 minutes,25 minutes,28 minutes,30 minutes,B,"**Correct Answer: Option (B) - 25 minutes**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-043,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,A coin is tossed 3 times. The probability of getting exactly 2 heads is,1 3 \;\frac{1}{3} 3 1 ​,3 8 \;\frac{3}{8} 8 3 ​,1 2 \;\frac{1}{2} 2 1 ​,5 8 \;\frac{5}{8} 8 5 ​,B,"**Correct Answer: Option (B) - 3 8 \;\frac{3}{8} 8 3 ​**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-044,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"A test consists of 25 MCQs. Each correct answer gives +4 marks and incorrect answer gives -1 mark. If a candidate scores 74 marks, then how many questions were left unattempted?",4,3,5,9,A,"**Correct Answer: Option (A) - 4**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-045,2022,GAI,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,"A person has a total of 100 coins consisting of ₹2 and ₹5 coins. If the total value of the coins is ₹320, then the number of ₹2 coins is",40,50,60,70,C,"**Correct Answer: Option (C) - 60**

**Context & Concept (Defence & Security - Defence, Military & Internal Security):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-046,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,The technology known as 'Electro-magnetic Air Lift System' is sometimes talked about in reference to,launching guided missiles from silos,launching aircraft from warships,navigation of nuclear-powered submarines,development of reusable rockets,B,"**Correct Answer: Option (B) - launching aircraft from warships**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-047,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,"Consider the following statements 1. Aluminium powder is used as a solid fuel for rocket engines. 2. Compared to liquid fuel propelled rocket engines, the thrust per amount of fuel burned is higher in solid fuel propelled rocket engines. Which of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"**Correct Answer: Option (A) - 1 only**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-048,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,hard,Consider the following missiles: 1. Agni-l 2. BrahMos 3. Dhanush Which of the above is/are cruise missile/missiles?,1 and 2,2 only,1 and 3,3 only,B,"**Correct Answer: Option (B) - 2 only**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-049,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,hard,"With reference to India's defence, consider the following helicopters: 1. Cheetah 2. Chetak 3. Rudra Which of the above has/have turret gun, rocket system and air-to-air missile?",1 and 2,2 only,1 and 3,3 only,D,"**Correct Answer: Option (D) - 3 only**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-050,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,"Recently, India gave a coastal radar system to which one of the following countries?",Bangladesh,Maldives,Sri Lanka,United Arab Emirates,B,"**Correct Answer: Option (B) - Maldives**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-051,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Which one of the following artworks was hailed by Sister Nivedita as the 'first masterpiece of Indian art'?,Bharatmata by Abanindranath Tagore,Arjuna and Subhadra by Raja Ravi Varma,Sita in Captivity in Lanka by Abanindranath Tagore,Sati by Nandalal Bose,A,"**Correct Answer: Option (A) - Bharatmata by Abanindranath Tagore**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-052,2022,GAI,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,'Operation Sankalp' was initiated and implemented by the,Indian Air Force,Indian Army,Indian Navy,Ministry of Home Affairs,C,"**Correct Answer: Option (C) - Indian Navy**

**Context & Concept (Defence & Security - Defence, Military & Internal Security):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-053,2022,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,Which one of the following statements is not true with regard to tribal welfare?,"The Comprehensive Tribal Development Programme aims at land development activities, improvement of roof houses, infrastructure development and so on.","As per the Scheduled Tribes and Other Traditional Forest Dwellers Act, villages in forests are provided with community rights.",The Special Area Development Programme aims at distribution of forest area produces to the tribals equitably.,The Special Central Assistance to Tribal Subplan provides dairy cows to tribal groups living below the poverty line.,C,"**Correct Answer: Option (C) - The Special Area Development Programme aims at distribution of forest area produces to the tribals equitably.**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-054,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following statements is not correct?,The 'Swarna Jayanti Shahari Rozgar Yojana' is an urban self-employment programme.,Drought-Prone Area Programme and Desert Development Programme were launched in 1970s.,The 'Sampoorna Grameen Rozgar Yojana' was launched after restructuring the 'Integrated Rural Development Programme' in 2001.,The 'Swarna Jayanti Gram Swarozgar Yojana' is a rural self-employment programme.,C,"**Correct Answer: Option (C) - The 'Sampoorna Grameen Rozgar Yojana' was launched after restructuring the 'Integrated Rural Development Programme' in 2001.**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-055,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,The Battle of Rakshasi-Tangadi is popularly known as the,Battle of Talikota,Battle of Khanwa,Battle of Panipat,Battle of Dharmat,A,"**Correct Answer: Option (A) - Battle of Talikota**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-056,2022,GAI,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,easy,Ashokan inscriptions in Afghanistan are written in which one of the following scripts?,Brahmi,Sharada,Kharoshthi,Greek-Aramaic,D,"**Correct Answer: Option (D) - Greek-Aramaic**

**Context & Concept (Ancient History - Ancient Indian History):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
